GL445180.1,394,147,394,394,147,394,394,147,394
GL445181.1,564,263,564,564,263,564,564,263,564
GL445182.1,569,333,569,569,333,569,569,333,569
GL445183.1,300,152,300,300,152,300,300,152,300
GL445184.1,392,229,392,392,229,392,392,229,392
GL445185.1,79885,27604,96028,768,219,1000,1000,515,1000
GL445186.1,249,84,249,249,84,249,249,84,249
GL445187.1,745,444,745,745,444,745,745,444,745
GL445188.1,49294,17567,58024,1000,291,1000,1000,338,1000
GL445189.1,550,153,550,550,153,550,550,153,550
GL445190.1,107474,43004,107532,1000,391,1000,1000,346,1000
GL445191.1,1045,347,1045,1000,328,1000,1000,324,1000
GL445192.1,203,71,203,203,71,203,203,71,203
GL445193.1,1022,639,1022,1000,627,1000,1000,624,1000
GL445194.1,389,136,389,389,136,389,389,136,389
GL445195.1,345,114,345,345,114,345,345,114,345
GL445196.1,31329,11137,33032,1000,468,1000,1000,245,1000
GL445197.1,514,189,514,514,189,514,514,189,514
GL445198.1,1131,469,1131,1000,417,1000,1000,403,1000
GL445199.1,311,155,311,311,155,311,311,155,311
GL445200.1,353,67,353,353,67,353,353,67,353
GL445201.1,433,198,433,433,198,433,433,198,433
GL445202.1,881,331,881,881,331,881,881,331,881
GL445203.1,296,93,296,296,93,296,296,93,296
GL445204.1,1542,840,1542,1000,562,1000,1000,562,1000
GL445205.1,1177,429,1177,1000,379,1000,1000,365,1000
GL445206.1,15617,8012,17268,1000,388,1000,217,107,1000
GL445207.1,709,297,709,709,297,709,709,297,709
GL445208.1,222,103,222,222,103,222,222,103,222
GL445209.1,203,92,203,203,92,203,203,92,203
GL445210.1,211526,100431,213156,992,439,1000,1000,405,1000
GL445211.1,411,139,411,411,139,411,411,139,411
GL445212.1,2115,702,2831,496,132,1000,1000,392,1000
GL445213.1,454,135,454,454,135,454,454,135,454
GL445214.1,517,138,517,517,138,517,517,138,517
GL445215.1,6983,3509,6983,1000,461,1000,1000,525,1000
GL445216.1,217,72,217,217,72,217,217,72,217
GL445217.1,691,341,691,691,341,691,691,341,691
GL445218.1,5691,2536,8445,1000,441,1000,820,325,1000
GL445219.1,4316,1619,5693,816,351,1000,1000,340,1000
GL445220.1,44838,16753,52828,1000,310,1000,1000,557,1000
GL445221.1,2110,868,2110,1000,458,1000,1000,365,1000
GL445222.1,20612,9407,25015,1000,402,1000,1000,532,1000
GL445223.1,849,403,849,849,403,849,849,403,849
GL445224.1,668,282,668,668,282,668,668,282,668
GL445225.1,527,178,527,527,178,527,527,178,527
GL445226.1,1152,388,1152,1000,347,1000,1000,318,1000
GL445227.1,3992,1262,4641,1000,262,1000,878,315,1000
GL445228.1,872,481,872,872,481,872,872,481,872
GL445229.1,377,214,377,377,214,377,377,214,377
GL445230.1,201,75,201,201,75,201,201,75,201
GL445231.1,11626,3998,14736,909,389,1000,531,175,1000
GL445232.1,127605,53920,136584,217,75,1000,871,365,1000
GL445233.1,707,271,707,707,271,707,707,271,707
GL445234.1,532,202,532,532,202,532,532,202,532
GL445235.1,74337,34859,76325,1000,417,1000,292,78,1000
GL445236.1,304,176,304,304,176,304,304,176,304
GL445237.1,341,156,341,341,156,341,341,156,341
GL445238.1,340,91,340,340,91,340,340,91,340
GL445239.1,671,191,671,671,191,671,671,191,671
GL445240.1,9783,3509,14560,1000,449,1000,586,203,1000
GL445241.1,38585,17975,39077,1000,529,1000,1000,458,1000
GL445242.1,206,54,206,206,54,206,206,54,206
GL445243.1,5062,2541,5062,1000,576,1000,1000,443,1000
GL445244.1,458,222,458,458,222,458,458,222,458
GL445245.1,927,451,927,927,451,927,927,451,927
GL445246.1,487,145,487,487,145,487,487,145,487
GL445247.1,288,124,288,288,124,288,288,124,288
GL445248.1,1718,1031,1718,1000,569,1000,1000,642,1000
GL445249.1,82215,33119,83388,1000,437,1000,1000,397,1000
GL445250.1,669399,316867,677026,1000,317,1000,1000,376,1000
GL445251.1,24571,9441,30076,1000,272,1000,1000,424,1000
GL445252.1,563,221,563,563,221,563,563,221,563
GL445253.1,227,76,227,227,76,227,227,76,227
GL445254.1,288,175,288,288,175,288,288,175,288
GL445255.1,80417,33668,81105,860,256,1000,1000,393,1000
GL445256.1,220,79,220,220,79,220,220,79,220
GL445257.1,211,81,211,211,81,211,211,81,211
GL445258.1,1121,479,2563,703,280,1000,418,199,1000
GL445259.1,24275,7709,24958,1000,341,1000,1000,281,1000
GL445260.1,259,123,259,259,123,259,259,123,259
GL445261.1,695,314,695,695,314,695,695,314,695
GL445262.1,810,279,810,810,279,810,810,279,810
GL445263.1,355,243,355,355,243,355,355,243,355
GL445264.1,6582,2250,15711,484,133,1000,1000,380,1000
GL445265.1,211,56,211,211,56,211,211,56,211
GL445266.1,203,104,203,203,104,203,203,104,203
GL445267.1,5751,2199,5751,1000,258,1000,1000,484,1000
GL445268.1,422,262,422,422,262,422,422,262,422
GL445269.1,306,120,306,306,120,306,306,120,306
GL445270.1,750,330,750,750,330,750,750,330,750
GL445271.1,1060,305,1060,1000,282,1000,1000,286,1000
GL445272.1,206,55,206,206,55,206,206,55,206
GL445273.1,224,99,224,224,99,224,224,99,224
GL445274.1,454,159,454,454,159,454,454,159,454
GL445275.1,991,431,2254,570,244,1000,421,187,1000
GL445276.1,260,98,260,260,98,260,260,98,260
GL445277.1,74813,30111,86647,1000,389,1000,1000,370,1000
GL445278.1,304,91,304,304,91,304,304,91,304
GL445279.1,210,79,210,210,79,210,210,79,210
GL445280.1,212,66,212,212,66,212,212,66,212
GL445281.1,329,118,329,329,118,329,329,118,329
GL445282.1,239,70,239,239,70,239,239,70,239
GL445283.1,855,241,855,855,241,855,855,241,855
GL445284.1,259,61,259,259,61,259,259,61,259
GL445285.1,158439,68564,158945,1000,413,1000,1000,400,1000
GL445286.1,907,382,907,907,382,907,907,382,907
GL445287.1,264,76,264,264,76,264,264,76,264
GL445288.1,635,210,635,635,210,635,635,210,635
GL445289.1,731,231,731,731,231,731,731,231,731
GL445290.1,273,83,273,273,83,273,273,83,273
GL445291.1,300,95,300,300,95,300,300,95,300
GL445292.1,592,154,592,592,154,592,592,154,592
GL445293.1,1322,651,1322,1000,528,1000,1000,479,1000
GL445294.1,2218,775,2218,1000,368,1000,1000,341,1000
GL445295.1,32869,11551,39281,879,283,1000,1000,404,1000
GL445296.1,386,129,386,386,129,386,386,129,386
GL445297.1,2614,1325,2614,1000,500,1000,1000,521,1000
GL445298.1,526,280,526,526,280,526,526,280,526
GL445299.1,23187,8884,23187,1000,531,1000,1000,323,1000
GL445300.1,234,89,234,234,89,234,234,89,234
GL445301.1,653,173,653,653,173,653,653,173,653
GL445302.1,24172,8885,26697,1000,382,1000,924,294,1000
GL445303.1,571,342,571,571,342,571,571,342,571
GL445304.1,532,268,532,532,268,532,532,268,532
GL445305.1,289095,123107,293766,1000,385,1000,1000,464,1000
GL445306.1,202,98,202,202,98,202,202,98,202
GL445307.1,316,81,316,316,81,316,316,81,316
GL445308.1,316,101,316,316,101,316,316,101,316
GL445309.1,416,124,416,416,124,416,416,124,416
GL445310.1,672,284,672,672,284,672,672,284,672
GL445311.1,16409,6392,24388,1000,446,1000,934,367,1000
GL445312.1,217,90,217,217,90,217,217,90,217
GL445313.1,285,98,285,285,98,285,285,98,285
GL445314.1,453,135,453,453,135,453,453,135,453
GL445315.1,658,125,658,658,125,658,658,125,658
GL445316.1,883,297,883,883,297,883,883,297,883
GL445317.1,4830,2577,4948,1000,586,1000,882,239,1000
GL445318.1,570,368,586,570,368,586,570,368,586
GL445319.1,614,246,614,614,246,614,614,246,614
GL445320.1,36011,12740,42282,1000,351,1000,1000,359,1000
GL445321.1,315,133,315,315,133,315,315,133,315
GL445322.1,201,54,201,201,54,201,201,54,201
GL445323.1,1240081,622478,1260696,1000,333,1000,1000,518,1000
GL445324.1,455,219,455,455,219,455,455,219,455
GL445325.1,781,298,781,781,298,781,781,298,781
GL445326.1,484,219,484,484,219,484,484,219,484
GL445327.1,284,115,284,284,115,284,284,115,284
GL445328.1,417,229,417,417,229,417,417,229,417
GL445329.1,17344,5816,27899,1000,323,1000,1000,359,1000
GL445330.1,485,173,485,485,173,485,485,173,485
GL445331.1,10594,4192,10594,1000,424,1000,1000,397,1000
GL445332.1,460,153,460,460,153,460,460,153,460
GL445333.1,296,84,296,296,84,296,296,84,296
GL445334.1,1165,611,1165,1000,556,1000,1000,510,1000
GL445335.1,946,344,946,946,344,946,946,344,946
GL445336.1,1161,394,1721,440,184,1000,791,231,1000
GL445337.1,491,169,491,491,169,491,491,169,491
GL445338.1,224,58,224,224,58,224,224,58,224
GL445339.1,370,107,370,370,107,370,370,107,370
GL445340.1,331,117,331,331,117,331,331,117,331
GL445341.1,3212,1642,3212,1000,532,1000,1000,523,1000
GL445342.1,5974,2344,6094,1000,395,1000,1000,362,1000
GL445343.1,291,99,291,291,99,291,291,99,291
GL445344.1,298,86,298,298,86,298,298,86,298
GL445345.1,219,41,219,219,41,219,219,41,219
GL445346.1,307786,121498,312089,1000,381,1000,950,350,1000
GL445347.1,998,388,998,998,388,998,998,388,998
GL445348.1,390,128,390,390,128,390,390,128,390
GL445349.1,227,98,227,227,98,227,227,98,227
GL445350.1,219,73,219,219,73,219,219,73,219
GL445351.1,293,109,293,293,109,293,293,109,293
GL445352.1,740,243,740,740,243,740,740,243,740
GL445353.1,822,294,822,822,294,822,822,294,822
GL445354.1,1308,565,1308,1000,440,1000,1000,438,1000
GL445355.1,438,120,438,438,120,438,438,120,438
GL445356.1,681,208,681,681,208,681,681,208,681
GL445357.1,2793,1236,5783,1000,375,1000,875,431,1000
GL445358.1,688044,309215,698153,1000,376,1000,1000,467,1000
GL445359.1,14643,5871,16685,1000,413,1000,1000,365,1000
GL445360.1,206,68,206,206,68,206,206,68,206
GL445361.1,212,58,212,212,58,212,212,58,212
GL445362.1,582,184,582,582,184,582,582,184,582
GL445363.1,14237,4544,18365,1000,361,1000,387,106,1000
GL445364.1,30499,12878,35113,1000,355,1000,1000,414,1000
GL445365.1,110530,44426,111784,1000,357,1000,1000,438,1000
GL445366.1,298,88,298,298,88,298,298,88,298
GL445367.1,499,262,499,499,262,499,499,262,499
GL445368.1,202,65,202,202,65,202,202,65,202
GL445369.1,36105,17957,37458,1000,460,1000,1000,382,1000
GL445370.1,622,296,622,622,296,622,622,296,622
GL445371.1,8573,2908,10604,1000,389,1000,1000,274,1000
GL445372.1,455,231,455,455,231,455,455,231,455
GL445373.1,19519,10710,23079,1000,362,1000,938,603,1000
GL445374.1,314,86,314,314,86,314,314,86,314
GL445375.1,4431,1407,4804,792,264,1000,1000,342,1000
GL445376.1,13765,4441,16940,1000,314,1000,1000,527,1000
GL445377.1,10681,4993,11766,1000,565,1000,814,252,1000
GL445378.1,763,244,763,763,244,763,763,244,763
GL445379.1,439,138,439,439,138,439,439,138,439
GL445380.1,235,98,235,235,98,235,235,98,235
GL445381.1,320,123,320,320,123,320,320,123,320
GL445382.1,37977,20476,49343,1000,475,1000,1000,455,1000
GL445383.1,6145,2890,6367,778,341,1000,1000,475,1000
GL445384.1,475,194,475,475,194,475,475,194,475
GL445385.1,2467,922,2467,1000,354,1000,1000,371,1000
GL445386.1,15439,5546,18451,1000,388,1000,985,349,1000
GL445387.1,1273,612,1273,1000,508,1000,1000,477,1000
GL445388.1,294,133,294,294,133,294,294,133,294
GL445389.1,510,228,510,510,228,510,510,228,510
GL445390.1,508,161,508,508,161,508,508,161,508
GL445391.1,568,269,568,568,269,568,568,269,568
GL445392.1,710,291,710,710,291,710,710,291,710
GL445393.1,898,311,898,898,311,898,898,311,898
GL445394.1,622,247,622,622,247,622,622,247,622
GL445395.1,326,176,326,326,176,326,326,176,326
GL445396.1,15079,6698,18630,1000,570,1000,1000,296,1000
GL445397.1,731,258,731,731,258,731,731,258,731
GL445398.1,377788,163824,379405,1000,518,1000,1000,290,1000
GL445399.1,6532,3436,8837,1000,466,1000,1000,551,1000
GL445400.1,353,99,353,353,99,353,353,99,353
GL445401.1,16614,7270,18028,1000,398,1000,762,273,1000
GL445402.1,566,322,690,566,322,690,566,322,690
GL445403.1,671,272,671,671,272,671,671,272,671
GL445404.1,268,88,268,268,88,268,268,88,268
GL445405.1,367,184,367,367,184,367,367,184,367
GL445406.1,295,166,295,295,166,295,295,166,295
GL445407.1,1078108,515398,1096342,1000,352,1000,1000,275,1000
GL445408.1,815,492,815,815,492,815,815,492,815
GL445409.1,472,175,472,472,175,472,472,175,472
GL445410.1,333,127,333,333,127,333,333,127,333
GL445411.1,260,101,260,260,101,260,260,101,260
GL445412.1,2689,919,2858,1000,392,1000,1000,326,1000
GL445413.1,34227,13771,35636,1000,320,1000,1000,367,1000
GL445414.1,434,199,434,434,199,434,434,199,434
GL445415.1,1198,358,1198,1000,285,1000,1000,290,1000
GL445416.1,4834,2568,8219,1000,590,1000,1000,529,1000
GL445417.1,22437,10301,24828,1000,322,1000,1000,408,1000
GL445418.1,17569,8758,20924,1000,573,1000,392,122,1000
GL445419.1,8182,5055,11697,1000,646,1000,1000,607,1000
GL445420.1,736,310,736,736,310,736,736,310,736
GL445421.1,21527,7822,23478,553,193,1000,1000,423,1000
GL445422.1,6901,3661,6901,1000,529,1000,1000,620,1000
GL445423.1,772,387,772,772,387,772,772,387,772
GL445424.1,1642,545,1642,1000,333,1000,1000,339,1000
GL445425.1,553,176,553,553,176,553,553,176,553
GL445426.1,429,138,429,429,138,429,429,138,429
GL445427.1,302,92,302,302,92,302,302,92,302
GL445428.1,218867,105906,219297,1000,370,1000,727,272,1000
GL445429.1,709,190,709,709,190,709,709,190,709
GL445430.1,516,296,516,516,296,516,516,296,516
GL445431.1,1038,444,1038,1000,435,1000,1000,427,1000
GL445432.1,8954,3308,12685,1000,405,1000,1000,328,1000
GL445433.1,903,351,903,903,351,903,903,351,903
GL445434.1,18170,7839,19006,1000,448,1000,1000,387,1000
GL445435.1,881,400,881,881,400,881,881,400,881
GL445436.1,222,81,222,222,81,222,222,81,222
GL445437.1,442,256,442,442,256,442,442,256,442
GL445438.1,303,127,303,303,127,303,303,127,303
GL445439.1,700,255,700,700,255,700,700,255,700
GL445440.1,755,276,755,755,276,755,755,276,755
GL445441.1,13993,5183,15117,1000,401,1000,1000,397,1000
GL445442.1,13151,6764,15590,1000,484,1000,1000,538,1000
GL445443.1,29577,12818,32674,1000,585,1000,1000,346,1000
GL445444.1,7676,2962,8818,230,95,1000,1000,344,1000
GL445445.1,237,69,237,237,69,237,237,69,237
GL445446.1,1903,942,2743,1000,500,1000,651,319,1000
GL445447.1,672,231,672,672,231,672,672,231,672
GL445448.1,225,55,225,225,55,225,225,55,225
GL445449.1,1150,598,1231,919,477,1000,919,480,1000
GL445450.1,21100,8055,24405,914,372,1000,977,367,1000
GL445451.1,416,178,416,416,178,416,416,178,416
GL445452.1,852,536,852,852,536,852,852,536,852
GL445453.1,1993,998,1993,1000,533,1000,1000,469,1000
GL445454.1,3369,1278,3369,1000,453,1000,1000,298,1000
GL445455.1,783,241,783,783,241,783,783,241,783
GL445456.1,489,144,489,489,144,489,489,144,489
GL445457.1,2977,1389,2977,1000,526,1000,1000,379,1000
GL445458.1,677,152,677,677,152,677,677,152,677
GL445459.1,27860,9756,38340,888,256,1000,1000,235,1000
GL445460.1,1346,506,1346,1000,362,1000,1000,363,1000
GL445461.1,10278,5512,10719,1000,410,1000,1000,459,1000
GL445462.1,226,50,226,226,50,226,226,50,226
GL445463.1,601391,306923,610630,1000,390,1000,1000,395,1000
GL445464.1,228,102,228,228,102,228,228,102,228
GL445465.1,403,139,403,403,139,403,403,139,403
GL445466.1,277,77,277,277,77,277,277,77,277
GL445467.1,321,95,321,321,95,321,321,95,321
GL445468.1,374,226,374,374,226,374,374,226,374
GL445469.1,254,111,254,254,111,254,254,111,254
GL445470.1,13171,6898,16885,906,584,1000,1000,444,1000
GL445471.1,223,99,223,223,99,223,223,99,223
GL445472.1,714,323,974,714,323,974,714,323,974
GL445473.1,21260,7644,21356,1000,287,1000,1000,429,1000
GL445474.1,1811,667,2819,652,307,1000,1000,247,1000
GL445475.1,2929,1120,3861,1000,354,1000,1000,412,1000
GL445476.1,41516,19056,44975,1000,353,1000,1000,410,1000
GL445477.1,480,149,480,480,149,480,480,149,480
GL445478.1,338,57,338,338,57,338,338,57,338
GL445479.1,1005,614,1005,1000,610,1000,1000,611,1000
GL445480.1,258,62,258,258,62,258,258,62,258
GL445481.1,22857,9853,23808,821,290,1000,1000,390,1000
GL445482.1,456,162,456,456,162,456,456,162,456
GL445483.1,6506,2836,13787,1000,412,1000,362,162,1000
GL445484.1,220,117,220,220,117,220,220,117,220
GL445485.1,2069,804,3185,1000,361,1000,858,357,1000
GL445486.1,205,67,205,205,67,205,205,67,205
GL445487.1,510,135,510,510,135,510,510,135,510
GL445488.1,972,352,972,972,352,972,972,352,972
GL445489.1,19850,8323,23962,1000,345,1000,1000,421,1000
GL445490.1,862,300,862,862,300,862,862,300,862
GL445491.1,47716,17403,54336,1000,523,1000,1000,365,1000
GL445492.1,567,284,567,567,284,567,567,284,567
GL445493.1,210,81,210,210,81,210,210,81,210
GL445494.1,6862,2505,8431,1000,523,1000,944,357,1000
GL445495.1,11743,5065,14761,614,358,1000,1000,280,1000
GL445496.1,723,229,723,723,229,723,723,229,723
GL445497.1,502,157,502,502,157,502,502,157,502
GL445498.1,1134,436,1134,1000,375,1000,1000,380,1000
GL445499.1,394,152,394,394,152,394,394,152,394
GL445500.1,373,124,373,373,124,373,373,124,373
GL445501.1,366,93,366,366,93,366,366,93,366
GL445502.1,2266,1342,2266,1000,618,1000,1000,559,1000
GL445503.1,20908,7262,22228,1000,382,1000,1000,312,1000
GL445504.1,25462,9304,31203,1000,398,1000,827,397,1000
GL445505.1,19289,6321,21026,1000,373,1000,1000,276,1000
GL445506.1,411,132,411,411,132,411,411,132,411
GL445507.1,1060,334,1060,1000,316,1000,1000,320,1000
GL445508.1,363,175,363,363,175,363,363,175,363
GL445509.1,21400,6982,23595,1000,316,1000,1000,327,1000
GL445510.1,10726,5251,13836,1000,554,1000,380,186,1000
GL445511.1,575,195,575,575,195,575,575,195,575
GL445512.1,245,105,245,245,105,245,245,105,245
GL445513.1,950,406,950,950,406,950,950,406,950
GL445514.1,313,92,313,313,92,313,313,92,313
GL445515.1,181654,73020,182263,1000,382,1000,1000,534,1000
GL445516.1,463,133,463,463,133,463,463,133,463
GL445517.1,247,85,247,247,85,247,247,85,247
GL445518.1,389,90,389,389,90,389,389,90,389
GL445519.1,836,339,836,836,339,836,836,339,836
GL445520.1,10012,3128,12796,1000,200,1000,577,257,1000
GL445521.1,23645,12666,23677,1000,385,1000,1000,425,1000
GL445522.1,446,142,446,446,142,446,446,142,446
GL445523.1,536,262,536,536,262,536,536,262,536
GL445524.1,1696,699,5014,665,281,1000,1000,405,1000
GL445525.1,364,126,364,364,126,364,364,126,364
GL445526.1,563,319,563,563,319,563,563,319,563
GL445527.1,1505,759,1505,1000,562,1000,1000,446,1000
GL445528.1,56026,27351,61408,463,151,1000,1000,609,1000
GL445529.1,1198,533,2498,396,151,1000,802,382,1000
GL445530.1,781,255,781,781,255,781,781,255,781
GL445531.1,283,141,283,283,141,283,283,141,283
GL445532.1,221,68,221,221,68,221,221,68,221
GL445533.1,353,143,353,353,143,353,353,143,353
GL445534.1,4265,1659,4265,1000,396,1000,1000,367,1000
GL445535.1,387,127,387,387,127,387,387,127,387
GL445536.1,51464,19113,69764,1000,387,1000,1000,444,1000
GL445537.1,322,135,322,322,135,322,322,135,322
GL445538.1,9131,3185,10257,1000,283,1000,1000,351,1000
GL445539.1,335,66,335,335,66,335,335,66,335
GL445540.1,607,231,607,607,231,607,607,231,607
GL445541.1,709,222,709,709,222,709,709,222,709
GL445542.1,315,100,315,315,100,315,315,100,315
GL445543.1,201,56,201,201,56,201,201,56,201
GL445544.1,7044,3658,7456,1000,472,1000,588,315,1000
GL445545.1,900,495,900,900,495,900,900,495,900
GL445546.1,748,264,748,748,264,748,748,264,748
GL445547.1,879,336,879,879,336,879,879,336,879
GL445548.1,560,250,560,560,250,560,560,250,560
GL445549.1,329085,108418,338274,1000,376,1000,1000,297,1000
GL445550.1,220,77,220,220,77,220,220,77,220
GL445551.1,207,106,207,207,106,207,207,106,207
GL445552.1,425240,204490,427576,1000,411,1000,1000,293,1000
GL445553.1,208,80,208,208,80,208,208,80,208
GL445554.1,459,160,459,459,160,459,459,160,459
GL445555.1,295,75,295,295,75,295,295,75,295
GL445556.1,67184,24436,69539,1000,281,1000,544,216,1000
GL445557.1,24567,11754,41954,577,254,1000,1000,633,1000
GL445558.1,14405,5832,22058,426,122,1000,1000,434,1000
GL445559.1,330,158,330,330,158,330,330,158,330
GL445560.1,271873,111862,290101,959,318,1000,1000,363,1000
GL445561.1,252,92,252,252,92,252,252,92,252
GL445562.1,65435,26539,73279,1000,351,1000,1000,410,1000
GL445563.1,9892,4367,10340,1000,386,1000,1000,639,1000
GL445564.1,15302,7437,17835,227,115,1000,1000,391,1000
GL445565.1,13229,4148,13720,1000,375,1000,1000,395,1000
GL445566.1,701,355,701,701,355,701,701,355,701
GL445567.1,59561,21350,69617,1000,292,1000,1000,366,1000
GL445568.1,996,410,996,996,410,996,996,410,996
GL445569.1,7139,4466,7815,1000,593,1000,1000,647,1000
GL445570.1,820,514,941,820,514,941,820,514,941
GL445571.1,7821,2322,14366,974,351,1000,1000,264,1000
GL445572.1,472,138,472,472,138,472,472,138,472
GL445573.1,471,265,471,471,265,471,471,265,471
GL445574.1,380336,180290,383285,1000,370,1000,1000,445,1000
GL445575.1,281,115,281,281,115,281,281,115,281
GL445576.1,21398,8788,24620,1000,282,1000,1000,326,1000
GL445577.1,408,124,408,408,124,408,408,124,408
GL445578.1,478,215,478,478,215,478,478,215,478
GL445579.1,343,92,343,343,92,343,343,92,343
GL445580.1,208,124,208,208,124,208,208,124,208
GL445581.1,43001,17823,49438,1000,280,1000,633,251,1000
GL445582.1,689,226,689,689,226,689,689,226,689
GL445583.1,2173,949,2173,1000,457,1000,1000,395,1000
GL445584.1,1143441,537784,1175732,1000,367,1000,1000,424,1000
GL445585.1,442,133,442,442,133,442,442,133,442
GL445586.1,209,76,209,209,76,209,209,76,209
GL445587.1,265,113,265,265,113,265,265,113,265
GL445588.1,372,149,372,372,149,372,372,149,372
GL445589.1,593,228,593,593,228,593,593,228,593
GL445590.1,3762,2299,5116,1000,637,1000,1000,568,1000
GL445591.1,8793,4814,10723,1000,607,1000,836,444,1000
GL445592.1,1073,624,1073,1000,598,1000,1000,571,1000
GL445593.1,1372,448,1372,1000,359,1000,1000,314,1000
GL445594.1,310,171,310,310,171,310,310,171,310
